ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours,CODE
14,18,1,3,2,155,12,14,34,313.532,96,0,1,2,1,0,0,95.0,196.0,25.0,8,
22,27,1,4,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56.0,171.0,19.0,2,
3,27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89.0,170.0,31.0,3,
11,13,1,4,2,289,36,13,33,313.532,96,0,1,2,1,0,1,90.0,172.0,30.0,8,
3,27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89.0,170.0,31.0,3,
3,27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,13,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,8,
28,23,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,3,
33,1,2,4,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86.0,165.0,32.0,8,
3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
28,28,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,3,
3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
22,27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56.0,171.0,19.0,2,
29,28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94.0,182.0,28.0,2,
3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
12,19,2,2,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68.0,178.0,21.0,2,
3,27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
28,7,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,8,
3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,3,
3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,3,
28,25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,3,
22,13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56.0,171.0,19.0,2,
17,23,2,6,2,179,22,17,40,264.249,97,0,2,2,0,1,0,63.0,170.0,22.0,2,
3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,3,
12,12,2,4,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68.0,178.0,21.0,3,
22,27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56.0,171.0,19.0,2,
3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,13,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,8,
3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
14,25,2,2,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95.0,196.0,25.0,5,
25,25,2,2,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75.0,178.0,25.0,3,
3,27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
28,7,2,2,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,2,
3,27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
33,23,2,3,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86.0,165.0,32.0,2,
28,25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69.0,169.0,24.0,2,
3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
25,25,2,6,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75.0,178.0,25.0,2,
3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,2,
33,23,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86.0,165.0,32.0,2,
9,25,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65.0,172.0,22.0,3,
33,25,3,3,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86.0,165.0,32.0,3,
9,12,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65.0,172.0,22.0,112,
3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,2,
28,27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69.0,169.0,24.0,2,
3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
28,25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69.0,169.0,24.0,2,
22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56.0,171.0,19.0,3,
25,25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75.0,178.0,25.0,3,
10,19,3,2,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80.0,172.0,27.0,8,
3,13,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,8,
3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
3,10,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,4,
33,13,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86.0,165.0,32.0,2,
3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
28,7,3,2,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69.0,169.0,24.0,8,
3,27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,2,
11,23,3,4,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90.0,172.0,30.0,8,
9,25,3,4,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65.0,172.0,22.0,2,
3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,2,
33,23,3,5,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86.0,165.0,32.0,3,
3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
22,23,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
3,27,3,6,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
3,27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
16,23,3,4,3,118,15,24,46,222.196,99,0,1,2,1,1,0,75.0,175.0,25.0,8,
14,13,3,4,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95.0,196.0,25.0,24,
3,27,3,4,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
3,27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89.0,170.0,31.0,3,
22,13,3,2,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
11,19,3,2,3,289,36,13,33,222.196,99,0,1,2,1,0,1,90.0,172.0,30.0,104,
13,22,3,4,3,369,17,12,31,222.196,99,0,1,3,1,0,0,70.0,169.0,25.0,8,
28,13,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69.0,169.0,24.0,8,
34,10,4,2,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83.0,172.0,28.0,8,
10,19,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80.0,172.0,27.0,8,
33,19,4,4,3,248,25,14,47,246.288,91,0,1,2,0,0,1,86.0,165.0,32.0,8,
6,13,4,5,3,189,29,13,33,246.288,91,0,1,2,0,0,2,69.0,167.0,25.0,8,
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56.0,171.0,19.0,2,
13,7,4,2,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70.0,169.0,25.0,24,
17,16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63.0,170.0,22.0,2,
36,23,4,3,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98.0,178.0,31.0,3,
10,23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80.0,172.0,27.0,2,
34,10,4,4,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83.0,172.0,28.0,2,
1,22,4,6,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88.0,172.0,29.0,8,
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56.0,171.0,19.0,2,
28,19,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69.0,169.0,24.0,8,
25,16,4,3,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75.0,178.0,25.0,3,
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56.0,171.0,19.0,2,
14,28,4,3,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95.0,196.0,25.0,4,
28,19,4,5,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69.0,169.0,24.0,8,
36,14,4,5,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98.0,178.0,31.0,2,
22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56.0,171.0,19.0,2,
1,22,5,2,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88.0,172.0,29.0,8,
29,19,5,4,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94.0,182.0,28.0,3,
25,28,5,4,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75.0,178.0,25.0,2,
34,8,5,4,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83.0,172.0,28.0,3,
5,26,5,4,3,235,20,13,43,237.656,99,0,1,1,1,0,0,106.0,167.0,38.0,8,
22,13,5,5,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56.0,171.0,19.0,1,
15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73.0,171.0,25.0,2,
29,14,5,5,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94.0,182.0,28.0,8,
26,19,5,6,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77.0,175.0,25.0,64,
29,22,5,6,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94.0,182.0,28.0,8,
22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
36,23,5,2,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98.0,178.0,31.0,2,
36,5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98.0,178.0,31.0,3,
34,28,5,3,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83.0,172.0,28.0,1,
36,0,5,3,3,118,13,18,50,237.656,99,1,1,1,1,0,0,98.0,178.0,31.0,0,
22,27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
23,0,5,4,3,378,49,11,36,237.656,99,1,1,2,0,1,4,65.0,174.0,21.0,0,
17,16,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63.0,170.0,22.0,1,
14,10,5,2,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95.0,196.0,25.0,48,
25,10,5,2,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75.0,178.0,25.0,8,
15,22,5,4,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73.0,171.0,25.0,8,
17,10,5,4,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63.0,170.0,22.0,8,
28,6,5,4,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69.0,169.0,24.0,3,
18,10,5,5,3,330,16,4,28,237.656,99,0,2,0,0,0,0,84.0,182.0,25.0,8,
25,23,5,5,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75.0,178.0,25.0,2,
15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73.0,171.0,25.0,2,
22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56.0,171.0,19.0,2,
10,7,5,2,3,361,52,3,28,237.656,99,0,1,1,1,0,4,80.0,172.0,27.0,8,
14,23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95.0,196.0,25.0,2,
17,25,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63.0,170.0,22.0,8,
14,10,5,6,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95.0,196.0,25.0,8,
28,11,5,2,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69.0,169.0,24.0,1,
16,7,6,4,3,118,15,24,46,275.089,96,0,1,2,1,1,0,75.0,175.0,25.0,8,
22,27,6,4,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56.0,171.0,19.0,3,
34,26,6,6,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83.0,172.0,28.0,8,
34,10,6,4,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83.0,172.0,28.0,8,
23,22,6,5,3,378,49,11,36,275.089,96,0,1,2,0,1,4,65.0,174.0,21.0,8,
36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98.0,178.0,31.0,24,
12,19,6,6,3,233,51,1,31,275.089,96,0,2,1,1,0,8,68.0,178.0,21.0,8,
22,27,6,6,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56.0,171.0,19.0,2,
2,0,6,2,3,235,29,12,48,275.089,96,1,1,1,0,1,5,88.0,163.0,33.0,0,
21,0,6,2,3,268,11,8,33,275.089,96,1,2,0,0,0,0,79.0,178.0,25.0,0,
36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98.0,178.0,31.0,3,
22,13,6,5,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56.0,171.0,19.0,2,
15,28,6,5,3,291,31,12,40,275.089,96,0,1,1,1,0,1,73.0,171.0,25.0,2,
22,13,6,2,1,179,26,9,30,275.089,96,0,3,0,0,0,0,56.0,171.0,19.0,3,
34,25,6,2,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83.0,172.0,28.0,3,
12,22,6,5,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68.0,178.0,21.0,8,
34,8,6,6,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83.0,172.0,28.0,2,
34,10,6,4,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83.0,172.0,28.0,3,
12,22,6,4,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68.0,178.0,21.0,3,
5,26,7,4,1,235,20,13,43,264.604,93,0,1,1,1,0,0,106.0,167.0,38.0,4,
12,19,7,6,1,233,51,1,31,264.604,93,0,2,1,1,0,8,68.0,178.0,21.0,2,
9,6,7,2,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65.0,172.0,22.0,8,
34,28,7,2,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83.0,172.0,28.0,4,
9,6,7,3,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65.0,172.0,22.0,120,
6,22,7,3,1,189,29,13,33,264.604,93,0,1,2,0,0,2,69.0,167.0,25.0,16,
34,23,7,4,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83.0,172.0,28.0,2,
10,22,7,4,1,361,52,3,28,264.604,93,0,1,1,1,0,4,80.0,172.0,27.0,8,
28,22,7,4,1,225,26,9,28,264.604,93,0,1,1,0,0,2,69.0,169.0,24.0,8,
13,13,7,2,1,369,17,12,31,264.604,93,0,1,3,1,0,0,70.0,169.0,25.0,80,
11,14,7,3,1,289,36,13,33,264.604,93,0,1,2,1,0,1,90.0,172.0,30.0,8,
1,11,7,3,1,235,11,14,37,264.604,93,0,3,1,0,0,1,88.0,172.0,29.0,4,
4,0,0,3,1,118,14,13,40,271.219,95,0,1,1,1,0,8,98.0,170.0,34.0,0,
8,0,0,4,2,231,35,14,39,271.219,95,0,1,2,1,0,2,100.0,170.0,35.0,0,
35,0,0,6,3,179,45,14,53,271.219,95,0,1,1,0,0,1,77.0,175.0,25.0,0,
11,26,7,3,1,289,36,13,33,239.554,97,0,1,2,1,0,1,90.0,172.0,30.0,4,
36,0,7,3,1,118,13,18,50,239.554,97,1,1,1,1,0,0,98.0,178.0,31.0,0,
3,23,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
7,7,7,5,1,279,5,14,39,239.554,97,0,1,2,1,1,0,68.0,168.0,24.0,4,
11,23,7,5,1,289,36,13,33,239.554,97,0,1,2,1,0,1,90.0,172.0,30.0,2,
3,23,7,6,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
10,22,7,6,1,361,52,3,28,239.554,97,0,1,1,1,0,4,80.0,172.0,27.0,8,
20,23,7,6,1,260,50,11,36,239.554,97,0,1,4,1,0,0,65.0,168.0,23.0,4,
14,19,7,2,1,155,12,14,34,239.554,97,0,1,2,1,0,0,95.0,196.0,25.0,40,
1,22,7,2,1,235,11,14,37,239.554,97,0,3,1,0,0,1,88.0,172.0,29.0,8,
20,1,7,2,1,260,50,11,36,239.554,97,0,1,4,1,0,0,65.0,168.0,23.0,8,
20,1,7,3,1,260,50,11,36,239.554,97,0,1,4,1,0,0,65.0,168.0,23.0,8,
20,11,7,4,1,260,50,11,36,239.554,97,0,1,4,1,0,0,65.0,168.0,23.0,8,
3,11,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,1,
3,23,7,4,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,4,
24,14,7,6,1,246,25,16,41,239.554,97,0,1,0,1,0,0,67.0,170.0,23.0,8,
3,23,7,6,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,21,7,2,1,179,51,18,38,239.554,97,0,1,0,1,0,0,89.0,170.0,31.0,8,
6,11,7,5,1,189,29,13,33,239.554,97,0,1,2,0,0,2,69.0,167.0,25.0,8,
33,23,8,4,1,248,25,14,47,205.917,92,0,1,2,0,0,1,86.0,165.0,32.0,2,
18,10,8,4,1,330,16,4,28,205.917,92,0,2,0,0,0,0,84.0,182.0,25.0,8,
3,11,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89.0,170.0,31.0,1,
10,13,8,2,1,361,52,3,28,205.917,92,0,1,1,1,0,4,80.0,172.0,27.0,40,
20,28,8,6,1,260,50,11,36,205.917,92,0,1,4,1,0,0,65.0,168.0,23.0,4,
11,18,8,2,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90.0,172.0,30.0,8,
10,25,8,2,1,361,52,3,28,205.917,92,0,1,1,1,0,4,80.0,172.0,27.0,7,
11,23,8,3,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90.0,172.0,30.0,1,
30,28,8,4,1,157,27,6,29,205.917,92,0,1,0,1,1,0,75.0,185.0,22.0,4,
11,18,8,4,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90.0,172.0,30.0,8,
3,23,8,6,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89.0,170.0,31.0,2,
3,18,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89.0,170.0,31.0,8,
2,18,8,5,1,235,29,12,48,205.917,92,0,1,1,0,1,5,88.0,163.0,33.0,8,
1,23,8,5,1,235,11,14,37,205.917,92,0,3,1,0,0,1,88.0,172.0,29.0,4,
2,18,8,2,1,235,29,12,48,205.917,92,0,1,1,0,1,5,88.0,163.0,33.0,8,
3,23,8,2,1,179,51,18,38,205.917,92,0,1,0,1,0,0,89.0,170.0,31.0,2,
10,23,8,2,1,361,52,3,28,205.917,92,0,1,1,1,0,4,80.0,172.0,27.0,1,
11,24,8,3,1,289,36,13,33,205.917,92,0,1,2,1,0,1,90.0,172.0,30.0,8,
19,11,8,5,1,291,50,12,32,205.917,92,0,1,0,1,0,0,65.0,169.0,23.0,4,
2,28,8,6,1,235,29,12,48,205.917,92,0,1,1,0,1,5,88.0,163.0,33.0,8,
20,23,8,6,1,260,50,11,36,205.917,92,0,1,4,1,0,0,65.0,168.0,23.0,4,
27,23,9,3,1,184,42,7,27,241.476,92,0,1,0,0,0,0,58.0,167.0,21.0,2,
34,23,9,2,1,118,10,10,37,241.476,92,0,1,0,0,0,0,83.0,172.0,28.0,4,
3,23,9,3,1,179,51,18,38,241.476,92,0,1,0,1,0,0,89.0,170.0,31.0,4,
5,19,9,3,1,235,20,13,43,241.476,92,0,1,1,1,0,0,106.0,167.0,38.0,8,
14,23,9,4,1,155,12,14,34,241.476,92,0,1,2,1,0,0,95.0,196.0,25.0,2,
34,23,9,2,1,118,10,10,37,241.476,92,0,1,0,0,0,0,83.0,172.0,28.0,3,
3,23,9,3,1,179,51,18,38,241.476,92,0,1,0,1,0,0,89.0,170.0,31.0,3,
15,23,9,5,1,291,31,12,40,241.476,92,0,1,1,1,0,1,73.0,171.0,25.0,4,
20,22,9,6,1,260,50,11,36,241.476,92,0,1,4,1,0,0,65.0,168.0,23.0,8,
15,14,9,2,4,291,31,12,40,241.476,92,0,1,1,1,0,1,73.0,171.0,25.0,32,
20,0,9,2,4,260,50,11,36,241.476,92,1,1,4,1,0,0,65.0,168.0,23.0,0,
29,0,9,2,4,225,26,9,28,241.476,92,1,1,1,0,0,2,69.0,169.0,24.0,0,
28,23,9,3,4,225,26,9,28,241.476,92,0,1,1,0,0,2,69.0,169.0,24.0,2,
34,23,9,3,4,118,10,10,37,241.476,92,0,1,0,0,0,0,83.0,172.0,28.0,2,
11,0,9,3,4,289,36,13,33,241.476,92,1,1,2,1,0,1,90.0,172.0,30.0,0,
36,0,9,3,4,118,13,18,50,241.476,92,1,1,1,1,0,0,98.0,178.0,31.0,0,
28,18,9,4,4,225,26,9,28,241.476,92,0,1,1,0,0,2,69.0,169.0,24.0,3,
3,23,9,4,4,179,51,18,38,241.476,92,0,1,0,1,0,0,89.0,170.0,31.0,3,
13,0,9,4,4,369,17,12,31,241.476,92,1,1,3,1,0,0,70.0,169.0,25.0,0,
33,23,9,6,4,248,25,14,47,241.476,92,0,1,2,0,0,1,86.0,165.0,32.0,1,
3,23,9,6,4,179,51,18,38,241.476,92,0,1,0,1,0,0,89.0,170.0,31.0,3,
20,23,9,6,4,260,50,11,36,241.476,92,0,1,4,1,0,0,65.0,168.0,23.0,4,
3,23,10,3,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89.0,170.0,31.0,3,
34,23,10,3,4,118,10,10,37,253.465,93,0,1,0,0,0,0,83.0,172.0,28.0,3,
36,0,10,4,4,118,13,18,50,253.465,93,1,1,1,1,0,0,98.0,178.0,31.0,0,
22,23,10,5,4,179,26,9,30,253.465,93,0,3,0,0,0,0,56.0,171.0,19.0,1,
3,23,10,6,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89.0,170.0,31.0,3,
28,23,10,6,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69.0,169.0,24.0,3,
34,23,10,3,4,118,10,10,37,253.465,93,0,1,0,0,0,0,83.0,172.0,28.0,3,
28,23,10,4,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69.0,169.0,24.0,2,
33,23,10,4,4,248,25,14,47,253.465,93,0,1,2,0,0,1,86.0,165.0,32.0,2,
15,23,10,5,4,291,31,12,40,253.465,93,0,1,1,1,0,1,73.0,171.0,25.0,5,
3,23,10,4,4,179,51,18,38,253.465,93,0,1,0,1,0,0,89.0,170.0,31.0,8,
28,23,10,4,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69.0,169.0,24.0,3,
20,19,10,5,4,260,50,11,36,253.465,93,0,1,4,1,0,0,65.0,168.0,23.0,16,
15,14,10,3,4,291,31,12,40,253.465,93,0,1,1,1,0,1,73.0,171.0,25.0,8,
28,28,10,3,4,225,26,9,28,253.465,93,0,1,1,0,0,2,69.0,169.0,24.0,2,
11,26,10,4,4,289,36,13,33,253.465,93,0,1,2,1,0,1,90.0,172.0,30.0,8,
10,23,10,6,4,361,52,3,28,253.465,93,0,1,1,1,0,4,80.0,172.0,27.0,1,
20,28,10,6,4,260,50,11,36,253.465,93,0,1,4,1,0,0,65.0,168.0,23.0,3,
3,23,11,5,4,179,51,18,38,306.345,93,0,1,0,1,0,0,89.0,170.0,31.0,1,
28,23,11,4,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69.0,169.0,24.0,1,
3,13,11,5,4,179,51,18,38,306.345,93,0,1,0,1,0,0,89.0,170.0,31.0,8,
17,21,11,5,4,179,22,17,40,306.345,93,0,2,2,0,1,0,63.0,170.0,22.0,8,
15,23,11,5,4,291,31,12,40,306.345,93,0,1,1,1,0,1,73.0,171.0,25.0,5,
14,10,11,2,4,155,12,14,34,306.345,93,0,1,2,1,0,0,95.0,196.0,25.0,32,
6,22,11,2,4,189,29,13,33,306.345,93,0,1,2,0,0,2,69.0,167.0,25.0,8,
15,14,11,2,4,291,31,12,40,306.345,93,0,1,1,1,0,1,73.0,171.0,25.0,40,
28,23,11,4,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69.0,169.0,24.0,1,
14,6,11,6,4,155,12,14,34,306.345,93,0,1,2,1,0,0,95.0,196.0,25.0,8,
28,23,11,4,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69.0,169.0,24.0,3,
17,21,11,4,4,179,22,17,40,306.345,93,0,2,2,0,1,0,63.0,170.0,22.0,8,
28,13,11,6,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69.0,169.0,24.0,3,
20,28,11,6,4,260,50,11,36,306.345,93,0,1,4,1,0,0,65.0,168.0,23.0,4,
33,28,11,2,4,248,25,14,47,306.345,93,0,1,2,0,0,1,86.0,165.0,32.0,1,
28,28,11,3,4,225,26,9,28,306.345,93,0,1,1,0,0,2,69.0,169.0,24.0,3,
11,7,11,4,4,289,36,13,33,306.345,93,0,1,2,1,0,1,90.0,172.0,30.0,24,
15,23,11,5,4,291,31,12,40,306.345,93,0,1,1,1,0,1,73.0,171.0,25.0,3,
33,23,12,3,4,248,25,14,47,261.306,97,0,1,2,0,0,1,86.0,165.0,32.0,1,
34,19,12,3,4,118,10,10,37,261.306,97,0,1,0,0,0,0,83.0,172.0,28.0,64,
36,23,12,4,4,118,13,18,50,261.306,97,0,1,1,1,0,0,98.0,178.0,31.0,2,
1,26,12,4,4,235,11,14,37,261.306,97,0,3,1,0,0,1,88.0,172.0,29.0,8,
28,23,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69.0,169.0,24.0,2,
20,26,12,6,4,260,50,11,36,261.306,97,0,1,4,1,0,0,65.0,168.0,23.0,8,
34,19,12,3,4,118,10,10,37,261.306,97,0,1,0,0,0,0,83.0,172.0,28.0,56,
10,22,12,4,4,361,52,3,28,261.306,97,0,1,1,1,0,4,80.0,172.0,27.0,8,
28,28,12,5,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69.0,169.0,24.0,3,
20,28,12,6,4,260,50,11,36,261.306,97,0,1,4,1,0,0,65.0,168.0,23.0,3,
28,23,12,3,4,225,26,9,28,261.306,97,0,1,1,0,0,2,69.0,169.0,24.0,2,
10,22,12,4,4,361,52,3,28,261.306,97,0,1,1,1,0,4,80.0,172.0,27.0,8,
34,27,12,6,4,118,10,10,37,261.306,97,0,1,0,0,0,0,83.0,172.0,28.0,2,
